row,col,built_t0,built_t1,intensity_t0,intensity_t1,growth
0,0,0,0,0.024712829008257022,0.03352837231083374,0
0,1,0,0,0.0,0.04495877554573402,0
0,2,0,0,0.060496549653460706,0.0,0
0,3,0,0,0.07578199936286412,0.061523018624767285,0
0,4,0,0,0.0,0.041466449137508736,0
0,5,0,0,0.0,0.0032928693894696227,0
0,6,0,0,0.011061402917239768,0.08444670197337392,0
0,7,0,0,0.0,0.0,0
0,8,0,0,0.0,0.0,0
0,9,0,0,0.0,0.038536847587131697,0
0,10,0,0,0.07178612554183562,0.11514902327148263,0
0,11,0,0,0.06385241325609674,0.05428897119640371,0
0,12,0,0,0.0071267029911897825,0.027280205381502866,0
0,13,0,0,0.09226035194877401,0.12969941182498873,0
0,14,0,0,0.03974136349426587,0.0,0
0,15,0,0,0.0,0.0,0
0,16,0,0,0.03243209949905872,0.04231795620312326,0
0,17,0,0,0.0,0.045716129950297786,0
0,18,0,0,0.07390126437729676,0.01625210279260262,0
0,19,0,0,1.7304747533529972e-05,0.0,0
0,20,0,0,0.0,0.0,0
0,21,0,0,0.0,0.02214392241097351,0
0,22,0,0,0.10313243378938151,0.1042170579045339,0
0,23,0,0,0.0,0.0,0
0,24,0,0,0.0,0.06462701254851212,0
0,25,0,0,0.0,0.0,0
0,26,0,0,0.050019854102279375,0.03848560964606242,0
0,27,0,0,0.03725047875787054,0.0,0
0,28,0,0,0.041630452394384294,0.010093907285733512,0
0,29,0,0,0.04368870303161734,0.07424911362107804,0
0,30,0,0,0.1811771879216939,0.2026228131315152,0
0,31,0,0,0.0,0.03609380082171837,0
0,32,0,0,0.0,0.034408244157865524,0
0,33,0,0,0.0,0.11201885890073136,0
0,34,0,0,0.061651771064004345,0.03269186832616949,0
0,35,0,0,0.10331226789369394,0.03159187611082047,0
0,36,0,0,0.004486445193488082,0.0,0
0,37,0,0,0.0,0.0,0
0,38,0,0,0.0,0.0,0
0,39,0,0,0.06734621155960793,0.08454407461322332,0
0,40,0,0,0.07526686730464693,0.15117825273381522,0
0,41,0,0,0.05973023773851576,0.15071413862127248,0
0,42,0,0,0.0,0.03988720709608149,0
0,43,0,0,0.035667849467314355,0.15801318005618797,0
0,44,0,0,0.026767997242987708,0.024771406435077113,0
0,45,0,0,0.03521514944948974,0.0,0
0,46,0,0,0.08766730381036113,0.1569900272789201,0
0,47,0,0,0.03601735769878335,0.0,0
0,48,0,0,0.07256157226323297,0.051959509664708754,0
0,49,0,0,0.023714490964775185,0.06696649730568814,0
0,50,0,0,0.0414377173008626,0.0535650380181967,0
0,51,0,0,0.0687515452845646,0.07635199567745532,0
0,52,0,0,0.0,0.0,0
0,53,0,0,0.0,0.01612370060248365,0
0,54,0,0,0.0,0.0664681345553631,0
0,55,0,0,0.0,0.016820457847211305,0
0,56,0,0,0.0,0.0,0
0,57,0,0,0.1363039777065761,0.08859883668046084,0
0,58,0,0,0.0,0.0,0
0,59,0,0,0.09326880197569,0.1261641297477251,0
0,60,0,0,0.0,0.029694933789358176,0
0,61,0,0,0.0,0.0,0
0,62,0,0,0.02721225714051599,0.0,0
0,63,0,0,0.06050002831462033,0.09157826527476438,0
0,64,0,0,0.069892610859451,0.034258036299554415,0
0,65,0,0,0.07584119607395871,0.11872735865923355,0
0,66,0,0,0.0,0.0,0
0,67,0,0,0.0,0.0,0
0,68,0,0,0.07911354518659663,0.09289009186800613,0
0,69,0,0,0.0,0.12330048889339675,0
0,70,0,0,0.0,0.04220810632833684,0
0,71,0,0,0.0,0.010955713693936569,0
0,72,0,0,0.0,0.021524904603625883,0
0,73,0,0,0.047207978782312594,0.0,0
0,74,0,0,0.018268808813625324,0.0,0
0,75,0,0,0.061574722453129824,0.0,0
0,76,0,0,0.0,0.08832984302280679,0
0,77,0,0,0.01801230198159624,0.09590114605497775,0
0,78,0,0,0.05491077913851135,0.07579767260809214,0
0,79,0,0,0.0,0.007767823827841052,0
0,80,0,0,0.040553396631026674,0.0,0
0,81,0,0,0.0,0.0,0
0,82,0,0,0.0,0.0901312758758064,0
0,83,0,0,0.0,0.0069703476539184316,0
0,84,0,0,0.0,0.0,0
0,85,0,0,0.04129841457694877,0.0,0
0,86,0,0,0.0,0.06919399738118465,0
0,87,0,0,0.00284377668450749,0.0,0
0,88,0,0,0.04008879113425359,0.0,0
0,89,0,0,0.037156781635204854,0.0,0
0,90,0,0,0.05448949598771467,0.0,0
0,91,0,0,0.0,0.0,0
0,92,0,0,0.0,0.010393554291329187,0
0,93,0,0,0.0,0.0,0
0,94,0,0,0.0,0.038865191796684004,0
0,95,0,0,0.0,0.003948896392174809,0
0,96,0,0,0.0,0.05312154664488714,0
0,97,0,0,0.0,0.0,0
0,98,0,0,0.032375600751988594,0.18464448169832426,0
0,99,0,0,0.0,0.0,0
1,0,0,0,0.0,0.0,0
1,1,0,0,0.10440022363855758,0.053089181554055766,0
1,2,0,0,0.0,0.0,0
1,3,0,0,0.05963120170663472,0.0,0
1,4,0,0,0.0,0.014741445271121855,0
1,5,0,0,0.0,0.0,0
1,6,0,0,0.0,0.00811150521606009,0
1,7,0,0,0.0,0.0,0
1,8,0,0,0.06851664803391506,0.04950801741926418,0
1,9,0,0,0.0,0.030304987259446244,0
1,10,0,0,0.03643701604201342,0.15174614254216484,0
1,11,0,0,0.020930534745743478,0.0,0
1,12,0,0,0.0,0.0,0
1,13,0,0,0.0,0.0,0
1,14,0,0,0.00851705423205919,0.0,0
1,15,0,0,0.0,0.0,0
1,16,0,0,0.02205481776524315,0.06383445593470588,0
1,17,0,0,0.005580318212864357,0.0,0
1,18,0,0,0.13239650072602752,0.2457901422373175,0
1,19,0,0,0.0,0.021959034277165362,0
1,20,0,0,0.0,0.0,0
1,21,0,0,0.02004938362928372,0.0034749753988054244,0
1,22,0,0,0.023853420736343004,0.0,0
1,23,0,0,0.11556501045376763,0.15814274371172357,0
1,24,0,0,0.07424401893117775,0.0,0
1,25,0,0,0.03661714680649285,0.0,0
1,26,0,0,0.12578928213752394,0.10046735546057185,0
1,27,0,0,0.0,0.03909344279621668,0
1,28,0,0,0.0,0.06735477741046647,0
1,29,0,0,0.0,0.07554728129888842,0
1,30,0,0,0.0,0.033887739702875744,0
1,31,0,0,0.0,0.004184599389872395,0
1,32,0,0,0.06384905619800046,0.11288811400549756,0
1,33,0,0,0.0,0.0,0
1,34,0,0,0.0,0.0,0
1,35,0,0,0.0,0.03427249863901793,0
1,36,0,0,0.041043225843526654,0.004274977179904334,0
1,37,0,0,0.08370433383521368,0.09502541084156259,0
1,38,0,0,0.17705813730287176,0.19867961099830533,0
1,39,0,0,0.2510619988550923,0.28013179688815765,0
1,40,0,0,0.05170159087448591,0.11623569037107115,0
1,41,0,0,0.0,0.0601732594925605,0
1,42,0,0,0.0,0.02917652469299635,0
1,43,0,0,0.041477691674780846,0.039581014886233945,0
1,44,0,0,0.0,0.026279750023453105,0
1,45,0,0,0.0,0.0,0
1,46,0,0,0.0,0.012138951434266968,0
1,47,0,0,0.010011797999755736,0.16324730051060546,0
1,48,0,0,0.1066928670010501,0.13837634579213767,0
1,49,0,0,0.03404836579298948,0.07925905929753534,0
1,50,0,0,0.008793693434266843,0.0,0
1,51,0,0,0.0,0.07357766456840394,0
1,52,0,0,0.0,0.060340452465000256,0
1,53,0,0,0.0,0.06032802526732976,0
1,54,0,0,0.016491741519585212,0.048716087764616695,0
1,55,0,0,0.16189202963346894,0.23449318001144448,0
1,56,0,0,0.03048273640510485,0.1142710834717649,0
1,57,0,0,0.09822664996945049,0.13180811727152705,0
1,58,0,0,0.0,0.01283888212795778,0
1,59,0,0,0.0,0.06237307207607068,0
1,60,0,0,0.0,0.0,0
1,61,0,0,0.0,0.0,0
1,62,0,0,0.18693178699847632,0.19885318346885414,0
1,63,0,0,0.0,0.0,0
1,64,0,0,0.08232805615586734,0.13614843958873205,0
1,65,0,0,0.0,0.0,0
1,66,0,0,0.08830689171351719,0.07505802333968617,0
1,67,0,0,0.04383305774131717,0.042476845149126086,0
1,68,0,0,0.0,0.010293417286300876,0
1,69,0,0,0.008292469584195222,0.0,0
1,70,0,0,0.0,0.0031516193987288126,0
1,71,0,0,0.045791703066786975,0.04851208511659411,0
1,72,0,0,0.0,0.0,0
1,73,0,0,0.0,0.0,0
1,74,0,0,0.0,0.057704071063044864,0
1,75,0,0,0.02124215267578103,0.0,0
1,76,0,0,0.1331573049473675,0.1254458476075136,0
1,77,0,0,0.019053015104476854,0.0,0
1,78,0,0,0.0,0.022700425213099895,0
1,79,0,0,0.02805782438232197,0.0,0
1,80,0,0,0.10918745774185548,0.08535826216210393,0
1,81,0,0,0.02180478952946277,0.017614809427722186,0
1,82,0,0,0.0,0.05423870514013903,0
1,83,0,0,0.09194381766165795,0.1091293803890449,0
1,84,0,0,0.03737972153449184,0.0,0
1,85,0,0,0.12560717297462898,0.10157680831592975,0
1,86,0,0,0.01710085623531768,0.061664408624200515,0
1,87,0,0,0.0,0.0,0
1,88,0,0,0.0,0.0,0
1,89,0,0,0.13375735913684478,0.13340857881686474,0
1,90,0,0,0.13937031674407413,0.12015913105086418,0
1,91,0,0,0.0,0.13484362889429952,0
1,92,0,0,0.0,0.0,0
1,93,0,0,0.11789443574125884,0.14041065272284725,0
1,94,0,0,0.0,0.0,0
1,95,0,0,0.0,0.026400702679701533,0
1,96,0,0,0.052096099804391345,0.09564449116888643,0
1,97,0,0,0.0,0.0,0
1,98,0,0,5.221047806664206e-05,0.0,0
1,99,0,0,0.0,0.0,0
2,0,0,0,0.027466417892858818,0.0,0
2,1,0,0,0.11313888784568267,0.1649846895552585,0
2,2,0,0,0.007878808932802397,0.0,0
2,3,0,0,0.05225194218705433,0.0,0
2,4,0,0,0.0,0.08828770126635725,0
2,5,0,0,0.0,0.0,0
2,6,0,0,0.0,0.0,0
2,7,0,0,0.0,0.08210415233445142,0
2,8,0,0,0.0,0.0,0
2,9,0,0,0.0,0.0,0
2,10,0,0,0.07524089787201646,0.013988753999669402,0
2,11,0,0,0.0,0.0,0
2,12,0,0,0.00498192202261355,0.0,0
2,13,0,0,0.0,0.018516627611894227,0
2,14,0,0,0.0,0.015769215668386377,0
2,15,0,0,0.08382227079665527,0.06039840332526601,0
2,16,0,0,0.04707373103026639,0.048906803760904276,0
2,17,0,0,0.11147418222723583,0.02065533984409243,0
2,18,0,0,0.0,0.0243179825492432,0
2,19,0,0,0.0,0.009700576979450681,0
2,20,0,0,0.0,0.10069282901318137,0
2,21,0,0,0.026075419565753197,0.028903488162024284,0
2,22,0,0,0.021440595982451217,0.0,0
2,23,0,0,0.0,0.0010223690906613855,0
2,24,0,0,0.015935792769266238,0.003773271835858842,0
2,25,0,0,0.02769450688631591,0.054408252390490866,0
2,26,0,0,0.21160332305586535,0.21876054999889397,0
